Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
FARM_2048,Punjab,Jalandhar,Maize,Kharif,5.6,841,29,88,7.6,6.54,65.1,122,47,41,Tube Well,198,4.6,78,6.01,35.71,16250,394190,580288,186098,5265.1,11.41,63.6
FARM_2049,Madhya Pradesh,Indore,Maize,Kharif,9.9,1000.7,29.7,84.1,5.6,6.99,57.5,124,61,39,Sprinkler,180,3.4,88,6.64,62.33,19095,776773,1190191,413418,5309.2,12.51,51
FARM_2050,Uttar Pradesh,Varanasi,Rice,Kharif,5.4,941,28.1,83.5,5.3,7.09,60.8,122,58,65,Canal,123,3.9,89,5.88,33.62,16850,427756,566497,138741,5601.1,10.5,54.9
FARM_2051,Karnataka,Raichur,Rice,Kharif,8.1,748.4,27.1,62.8,9.8,6.52,55.3,67,48,64,Tube Well,191,3.9,85,5.35,43.89,14249,516307,625389,109082,6361.6,8.41,44.3
FARM_2052,Karnataka,Shimoga,Rice,Kharif,7.7,892,26.6,77.3,6.5,6.67,63.4,123,69,53,Canal,147,6.4,85,5.29,41.36,14546,432589,601623,169034,4995,10.59,70.6
FARM_2053,Maharashtra,Solapur,Cotton,Kharif,5.2,998.5,30,77.6,6.5,6.83,39.4,154,59,28,Sprinkler,208,4.4,72,5.12,27.44,16022,240495,439644,199149,5159.8,9.92,47.5
FARM_2054,Andhra Pradesh,Chittoor,Maize,Kharif,9.9,785.1,31.1,70.9,8,6.58,44.4,137,49,51,Canal,163,3.1,72,7.79,72.47,17901,836762,1297285,460523,6694.6,11.64,47
FARM_2055,Madhya Pradesh,Ujjain,Soybean,Kharif,9.5,906.2,26.2,79.4,8.1,6.19,49.6,97,63,34,Rainfed,194,4.4,73,6.13,58.27,17392,678707,1013432,334725,5921.1,10.35,47.6
FARM_2056,Punjab,Jalandhar,Rice,Kharif,7.9,836,27.9,79.5,8.5,6.67,49.8,125,51,43,Rainfed,141,5.3,78,6.73,54.76,19406,719708,1062673,342965,5622.4,11.97,46.4
FARM_2057,Uttar Pradesh,Lucknow,Groundnut,Kharif,7.8,782.1,30.8,85.8,6.7,7.53,49,192,53,40,Sprinkler,195,3.2,80,6.05,49.61,18396,593901,912626,318725,5474.1,11.05,51.6
FARM_2058,Uttar Pradesh,Meerut,Rice,Kharif,9.4,985.9,28.2,74.8,8.7,7.37,56.1,128,59,38,Drip,162,3.7,78,5.01,47.7,15599,486331,744072,257741,6622.8,7.56,49.6
FARM_2059,Punjab,Ludhiana,Groundnut,Kharif,2.8,985.1,30.8,77.2,6.2,7.49,58.6,111,67,65,Tube Well,152,4,86,5.88,17.1,19315,207436,330287,122851,6573.3,8.95,56.1
FARM_2060,Punjab,Bathinda,Groundnut,Kharif,4.4,849.4,25.7,67.6,7.3,6.24,60.1,95,60,53,Canal,184,3.3,90,4.83,20.26,16789,237491,340145,102654,5633.9,8.57,61.4
FARM_2061,Haryana,Ambala,Cotton,Kharif,6.2,1023.4,26.2,71.4,6.2,7.2,51.4,146,73,63,Sprinkler,179,3.3,84,6.37,38.41,16454,433891,631998,198107,5500,11.58,43.4
FARM_2062,Maharashtra,Solapur,Cotton,Kharif,9.8,991.2,28.5,67.2,7.9,6.63,69.6,148,59,37,Drip,186,4.2,82,5.15,48.18,18537,517650,893113,375463,7432.1,6.93,61
FARM_2063,Telangana,Medak,Soybean,Kharif,5.5,754.8,24.6,80.9,6.8,6.53,63.1,121,60,38,Rainfed,179,4.2,80,5.55,29.26,17405,351457,509270,157813,5319.2,10.43,67.9
FARM_2064,Telangana,Medak,Rice,Kharif,6.6,828.2,27.9,76.9,6.5,6.6,64.5,152,49,39,Rainfed,162,3.4,84,5.38,33.84,17173,338447,581134,242687,6593.4,8.16,44.5
FARM_2065,Madhya Pradesh,Indore,Groundnut,Kharif,4.6,1009,25.3,79.3,8.9,6.1,50.2,153,39,39,Canal,183,3.7,85,5.09,24.2,18649,245005,451306,206301,6755,7.54,30.5
FARM_2066,Gujarat,Vadodara,Rice,Kharif,7.7,1107.2,29,69.4,8.2,5.95,55.2,102,71,50,Drip,181,2.5,76,5.88,44.21,16207,538400,716511,178111,5449.2,10.79,64.3
FARM_2067,Tamil Nadu,Coimbatore,Maize,Kharif,8.6,1015.2,25.2,74.6,6.8,6.37,59.6,186,51,54,Sprinkler,154,4.3,83,6.18,50.88,16678,547698,848577,300879,6792,9.1,49.1
FARM_2068,Gujarat,Ahmedabad,Maize,Kharif,9.5,915.5,24.4,75.5,5.7,7.83,57.5,138,43,46,Canal,175,3,78,5.44,50.68,16495,563601,835967,272366,5190.8,10.48,51.2
FARM_2069,Telangana,Medak,Cotton,Kharif,7.2,1055.6,27.5,65.8,7.8,6.84,58.7,124,50,42,Tube Well,159,2.7,83,6.02,42.75,18440,514528,788310,273782,5891.2,10.22,56.8
FARM_2070,Gujarat,Ahmedabad,Maize,Kharif,7.8,682,25.4,66,6.3,6.14,59.6,137,73,47,Rainfed,197,4,68,5.14,37.09,12992,425427,481873,56446,4931,10.42,46.2
FARM_2071,Maharashtra,Solapur,Soybean,Kharif,10.3,808.9,27.2,76.4,7.9,7.12,62.9,139,55,49,Tube Well,188,3.6,80,5.63,59.5,17699,591221,1053091,461870,6390.1,8.81,48.2
FARM_2072,Madhya Pradesh,Indore,Maize,Kharif,5.6,1100.5,25.1,73.6,8.1,7.07,52.4,47,54,37,Canal,189,4.2,82,5.47,32.04,16947,369621,542982,173361,4278.9,12.78,39.4
FARM_2073,Punjab,Patiala,Groundnut,Kharif,8.4,859.8,27.5,69.2,7.2,7.19,53.8,150,40,42,Drip,162,3.7,85,6.25,53,16286,608192,863158,254966,6660.8,9.38,52.4
FARM_2074,Maharashtra,Aurangabad,Cotton,Kharif,11.4,702.4,26.8,87.2,8,6.93,57,145,57,42,Rainfed,239,2.7,81,4.63,52.9,13318,501898,704522,202624,7457.4,6.21,53.1
FARM_2075,Maharashtra,Solapur,Rice,Kharif,6.7,586,28.1,76.7,6.2,6.79,81.5,98,68,55,Sprinkler,214,3.3,85,5.88,40.6,18470,503320,749882,246562,7687.6,7.65,49.1
FARM_2076,Gujarat,Rajkot,Soybean,Kharif,7.1,759.2,27.6,77.1,8.5,6.42,45.7,138,57,50,Tube Well,172,4.1,71,5.59,37.78,17949,451210,678113,226903,5570.3,10.04,58.9
FARM_2077,Haryana,Rohtak,Maize,Kharif,5.3,790.1,32.8,67.6,7.1,6.36,52.5,133,70,42,Tube Well,205,3.6,78,6.59,33.6,12601,377844,423394,45550,6613.9,9.96,58.1
FARM_2078,Madhya Pradesh,Gwalior,Rice,Kharif,12.3,1093.5,26.1,76.5,7.7,6.9,65,146,47,24,Rainfed,176,3.5,76,6,73.92,16772,860078,1239786,379708,6756.3,8.88,58.9
FARM_2079,Tamil Nadu,Madurai,Groundnut,Kharif,8.9,858.4,32.8,89.5,5,6.89,63.9,133,62,45,Rainfed,188,4.2,89,5.53,47.07,16150,536942,760181,223239,4701.9,11.76,58.1
FARM_2080,Gujarat,Vadodara,Rice,Kharif,6.9,808.8,33.6,70,9.3,6.23,60.9,104,30,47,Drip,197,4.4,89,5.38,38.82,15211,463574,590491,126917,6244.1,8.62,52.2
FARM_2081,Uttar Pradesh,Meerut,Rice,Kharif,9.6,1075.8,24.6,69.6,7.7,6.04,39.4,110,46,40,Sprinkler,95,3.8,83,9.28,85.66,14547,1005544,1246096,240552,6292.4,14.75,46.7
FARM_2082,Tamil Nadu,Salem,Soybean,Kharif,7.2,707.3,30.8,79.5,7.5,6.48,53.2,115,71,51,Drip,195,4,83,5.97,44.66,16782,500164,749484,249320,5720.8,10.44,38.6
FARM_2083,Telangana,Sangareddy,Cotton,Kharif,10,949,29.2,73,6.6,7.26,64.7,144,56,57,Canal,181,3.9,80,5.92,55.66,15824,688739,880764,192025,6803.8,8.7,64
FARM_2084,Maharashtra,Aurangabad,Soybean,Kharif,7.8,1046.8,28,61.2,7,6.86,72.2,131,65,51,Rainfed,212,3.6,88,5.58,44.17,17950,473114,792852,319738,6705,8.32,62.9
FARM_2085,Tamil Nadu,Coimbatore,Cotton,Kharif,7.5,811.9,26,79.5,6.1,6.69,49,103,56,42,Rainfed,182,4.4,91,5.61,36.3,14924,413977,541741,127764,7414.4,7.57,49
FARM_2086,Maharashtra,Nagpur,Soybean,Kharif,6.7,873.8,28.5,70.6,5.5,6.58,77.6,113,46,52,Drip,169,3.8,73,6.58,41.25,16669,544279,687596,143317,5619.6,11.71,64
FARM_2087,Madhya Pradesh,Ujjain,Cotton,Kharif,8.8,966.4,33.6,77.3,6.2,6.88,64.5,112,40,46,Rainfed,208,3.9,68,6.04,54.86,17653,598073,968444,370371,5592.6,10.8,56.1
FARM_2088,Tamil Nadu,Madurai,Rice,Kharif,7.6,799,32.3,68.4,7.6,7.37,64.1,112,55,33,Tube Well,199,4.3,78,5.44,41.86,15593,416956,652723,235767,5788.3,9.4,36.7
FARM_2089,Madhya Pradesh,Gwalior,Maize,Kharif,7.2,1077.5,29.6,57.7,7.2,6.91,63.8,142,70,43,Tube Well,147,5.6,88,4.84,34.52,15188,393093,524290,131197,4858.3,9.96,62.9
FARM_2090,Maharashtra,Aurangabad,Cotton,Kharif,6.7,742.8,23.9,63.2,6.7,6.81,59.9,150,54,57,Sprinkler,228,4.1,86,5.83,39.74,18161,425946,721718,295772,6728.1,8.67,63.3
FARM_2091,Karnataka,Mysuru,Rice,Kharif,8.6,876.2,31.7,68.6,5.5,6.96,49.3,147,40,58,Sprinkler,187,3.6,76,6.62,58.51,16272,646410,952075,305665,6723.6,9.85,48.1
FARM_2092,Maharashtra,Aurangabad,Soybean,Kharif,8.9,943,31.4,67.4,7.4,6.73,45.8,164,81,36,Tube Well,205,3.7,80,5.33,44.69,17366,437487,776087,338600,6998.5,7.62,51.3
FARM_2093,Madhya Pradesh,Indore,Cotton,Kharif,10.6,743.1,24.1,55,8.4,6.88,48.6,147,59,56,Canal,200,3.6,83,5.51,60.05,16030,604528,962602,358074,7300.2,7.55,40
FARM_2094,Haryana,Kurukshetra,Rice,Kharif,9,829,32.7,72.8,7,6.82,65.3,149,65,39,Sprinkler,203,3.8,90,5.11,46.34,15147,474192,701912,227720,6059.7,8.43,45.7
FARM_2095,Gujarat,Ahmedabad,Cotton,Kharif,6.8,819.8,26.6,78.1,5.7,6.35,51.5,100,46,49,Rainfed,235,4.1,81,5.54,39.6,17073,408445,676091,267646,5048.2,10.97,55.2
FARM_2096,Maharashtra,Nashik,Cotton,Kharif,9.1,1026.7,33,61.2,7.4,6.81,56.5,104,60,42,Tube Well,204,3.8,81,4.51,41.07,15307,443722,628658,184936,5879.7,7.67,68.6
FARM_2097,Telangana,Medak,Soybean,Kharif,5.3,796.9,25,60,6.4,7.12,57.5,132,60,34,Sprinkler,235,3,85,5.34,28.96,16423,334154,475610,141456,7174.1,7.44,66.3
FARM_2098,Punjab,Jalandhar,Rice,Kharif,3.2,956.3,29,75.4,7.5,6.81,58.7,128,59,44,Rainfed,197,3.8,75,5.83,18.43,16815,208335,309900,101565,7208.3,8.09,39.8
FARM_2099,Karnataka,Raichur,Groundnut,Kharif,7.6,965.6,24.8,70.9,8.1,6.21,61.5,128,66,52,Sprinkler,155,4.8,83,5.8,46.16,16870,579794,778719,198925,4846.7,11.97,50.2
FARM_2100,Telangana,Sangareddy,Cotton,Kharif,7.4,728.4,27.9,74.1,6,7.11,60.1,96,76,54,Canal,190,4.7,87,5.88,44.13,19555,535521,862962,327441,6572.8,8.95,39.3
FARM_2101,Telangana,Nalgonda,Rice,Kharif,6.6,806.8,26.9,85.4,7.5,6.05,57.5,122,48,35,Drip,235,4.5,80,4.16,28.22,14472,305701,408400,102699,6595.7,6.31,72.8
FARM_2102,Madhya Pradesh,Indore,Groundnut,Kharif,8.6,852.1,23.5,74.1,8,5.94,48.5,102,71,54,Tube Well,154,3.1,85,5.85,49.69,15326,495789,761549,265760,6990.3,8.37,60.8
FARM_2103,Maharashtra,Solapur,Groundnut,Kharif,9.5,856.3,29.4,71.9,7.7,7.13,57.5,136,61,44,Rainfed,162,3.2,94,5.73,54.8,14635,655487,801998,146511,6848.7,8.37,44.3
FARM_2104,Haryana,Hisar,Rice,Kharif,10.8,688.1,27.6,79.3,7.6,6.63,48.2,105,39,48,Rainfed,189,3.9,87,5.18,59.99,16635,633701,997934,364233,5445.2,9.51,60.5
FARM_2105,Tamil Nadu,Tiruchirappalli,Rice,Kharif,7.6,506,30.4,65.3,6.1,6.15,56.2,128,58,50,Sprinkler,243,3.9,86,5.42,44.86,18156,415715,814478,398763,6508.6,8.33,38.7
FARM_2106,Telangana,Nalgonda,Cotton,Kharif,8.3,664.5,22.1,78.6,5.7,8.05,55.7,117,43,39,Rainfed,158,4,80,5.01,39.66,17214,455990,682707,226717,5221.1,9.6,55.7
FARM_2107,Karnataka,Mysuru,Soybean,Kharif,9.8,780.4,30.3,72.7,8.5,6.82,58.4,107,65,48,Drip,199,3.2,77,6.35,62.22,16430,668632,1022275,353643,6967.3,9.11,64.2
FARM_2108,Telangana,Sangareddy,Cotton,Kharif,6.4,592.5,27.5,71.1,8.2,7.12,69.2,144,50,36,Sprinkler,183,3.7,84,5.16,32.89,17320,402394,569655,167261,6685.2,7.72,59.6
FARM_2109,Maharashtra,Nagpur,Rice,Kharif,6.4,793.3,31,70.1,7.1,6.29,61.4,120,50,52,Rainfed,171,5,82,5.03,33.39,14915,330011,498012,168001,6947.7,7.24,58.1
FARM_2110,Karnataka,Belagavi,Soybean,Kharif,8.9,969.3,23.4,57.2,7.7,7.73,58.7,110,63,47,Rainfed,215,4,76,4.06,34.94,14051,468135,490942,22807,6412.8,6.33,45.5
FARM_2111,Punjab,Ludhiana,Cotton,Kharif,8.8,809,26.8,56,7.1,6.77,67.8,105,50,57,Rainfed,227,4.4,85,5.92,49.4,15768,535940,778939,242999,5550,10.67,56.1
FARM_2112,Gujarat,Surat,Soybean,Kharif,5.5,904.6,25.9,71.4,5.5,6.86,60.3,140,53,46,Rainfed,171,5.1,92,5.87,32.85,15904,381108,522446,141338,4537.7,12.94,51.4
FARM_2113,Telangana,Nalgonda,Maize,Kharif,6.5,482,27.7,69.8,8.5,6.81,64.4,156,53,46,Rainfed,146,4.4,71,6.37,44.86,16548,635500,742343,106843,4802.5,13.26,54.3
FARM_2114,Tamil Nadu,Madurai,Rice,Kharif,11.6,842.5,32.3,68.8,7.8,7.29,59.9,146,70,27,Drip,174,3.5,91,6.61,71.77,16126,864825,1157363,292538,6057.1,10.91,61
FARM_2115,Karnataka,Raichur,Groundnut,Kharif,9.1,736.3,25.4,61.7,8.2,6.46,64.2,97,55,28,Canal,208,4.5,76,5.77,54.89,17338,571132,951683,380551,5903,9.77,59.4
FARM_2116,Andhra Pradesh,Anantapur,Soybean,Kharif,8.3,1011.8,27.3,62.3,6.4,6.79,53.4,108,58,33,Sprinkler,196,3.3,87,5.73,47.61,16403,562281,780947,218666,6510.7,8.8,63.9
FARM_2117,Maharashtra,Solapur,Groundnut,Kharif,7.9,715.7,28.8,55.9,7.5,6.55,70,105,46,65,Tube Well,168,4.3,80,6.19,48.7,18635,537838,907525,369687,5651,10.95,56.9
FARM_2118,Karnataka,Raichur,Groundnut,Kharif,6.5,912.7,25.8,81.8,6.5,6.93,57.5,95,69,28,Tube Well,186,2.8,78,6.46,44.22,17242,562152,762441,200289,5518,11.71,67.5
FARM_2119,Uttar Pradesh,Lucknow,Soybean,Kharif,8.6,834.1,25.4,71.9,6.4,6.17,67,129,51,49,Canal,171,3.7,86,5.3,45.56,14759,579473,672420,92947,6207.2,8.54,69.3
FARM_2120,Gujarat,Vadodara,Groundnut,Kharif,6.9,714.2,27.4,82.8,7.7,6.45,43.8,96,68,29,Drip,163,4,84,6.42,44.77,16192,453715,724916,271201,5177.5,12.4,63.9
FARM_2121,Andhra Pradesh,Guntur,Rice,Kharif,11.8,778.4,27.9,79.8,7.6,7.19,62.1,100,55,42,Canal,127,4.6,77,6.03,74.31,15737,759826,1169416,409590,5787.7,10.42,58.2
FARM_2122,Maharashtra,Nagpur,Maize,Kharif,8.3,793.9,29.6,63.2,7.6,6.72,52.5,93,67,37,Tube Well,183,3.2,87,7.09,56.2,16030,670323,900886,230563,7179.2,9.88,53.9
FARM_2123,Gujarat,Surat,Groundnut,Kharif,7.4,645.9,28.7,95,7.5,6.35,64.6,100,52,31,Drip,158,2.7,74,4.97,38.67,17457,437900,675062,237162,5767.6,8.62,54
FARM_2124,Tamil Nadu,Tiruchirappalli,Cotton,Kharif,9.6,1104.4,30.5,73.4,5.6,6.05,67.9,131,54,38,Canal,157,4,94,5.73,57.33,15971,675481,915617,240136,6285.5,9.12,63.1
FARM_2125,Madhya Pradesh,Ujjain,Groundnut,Kharif,10.3,886.1,29.6,70.4,6.4,7.01,48,116,50,62,Drip,249,4.7,75,5.76,58.63,16407,760030,961942,201912,4431.8,13,70.6
FARM_2126,Punjab,Ludhiana,Soybean,Kharif,7.7,1010.8,28.8,82,6.3,6.47,62.3,150,63,41,Tube Well,220,4.3,82,2.77,21.15,16333,219016,345443,126427,6773.7,4.09,54.6
FARM_2127,Uttar Pradesh,Agra,Rice,Kharif,6.6,1055.9,31.7,76.8,7.6,7.33,66.3,150,52,40,Drip,201,3.5,88,5.46,32.73,17867,354627,584787,230160,7179.3,7.61,53.9
FARM_2128,Telangana,Rangareddy,Rice,Kharif,8,775.5,28.5,79.4,7,6.58,56.1,99,61,46,Rainfed,164,3.1,80,6.07,51.3,17458,573346,895595,322249,6461.9,9.39,53.9
FARM_2129,Tamil Nadu,Coimbatore,Cotton,Kharif,7.1,800.1,30.4,70.7,5.9,6.42,62,135,69,39,Drip,160,4.3,79,6.12,45.91,15755,581949,723312,141363,5597.5,10.93,66.4
FARM_2130,Telangana,Sangareddy,Soybean,Kharif,7.7,695.3,24.8,64,6.5,6.22,47.6,155,41,56,Tube Well,185,4.5,80,7,49.36,16598,634781,819277,184496,6177.4,11.33,44.7
FARM_2131,Maharashtra,Aurangabad,Soybean,Kharif,8.6,900,27.6,77.7,5.2,8.43,71.8,143,76,45,Sprinkler,126,2.9,79,4.6,37.57,15041,351854,565090,213236,6114.7,7.52,57
FARM_2132,Punjab,Amritsar,Rice,Kharif,6.3,957.1,28.4,69.2,6.7,7.3,62.9,109,41,56,Canal,203,3.5,82,6.62,38.25,18249,383052,698024,314972,5343.9,12.39,53
FARM_2133,Tamil Nadu,Thanjavur,Maize,Kharif,7.5,827.4,29.8,66.8,8.1,6.4,65.1,138,56,51,Tube Well,192,4.4,81,6.26,47.95,17079,463147,818938,355791,5503.5,11.37,53
FARM_2134,Uttar Pradesh,Agra,Soybean,Kharif,8.6,896.6,31.1,69.3,7.3,6.93,64.1,110,65,48,Sprinkler,207,4.2,83,7.63,69.94,15704,737588,1098338,360750,6601.1,11.56,50.3
FARM_2135,Tamil Nadu,Thanjavur,Soybean,Kharif,7.1,800.9,34.2,75.1,6.8,6.04,57,129,69,40,Tube Well,220,4.1,79,6.19,44.28,16167,484720,715875,231155,6909.3,8.96,46
FARM_2136,Tamil Nadu,Coimbatore,Groundnut,Kharif,6,889.6,29.3,75.2,5.5,6.71,66.9,78,48,38,Rainfed,154,3.5,86,5.94,35.33,16765,434284,592307,158023,5608.2,10.59,59.8
FARM_2137,Karnataka,Raichur,Cotton,Kharif,5.9,717.2,28.8,69.3,6.7,7.13,43.9,146,47,52,Tube Well,158,3.4,78,5.61,28.53,17178,354913,490088,135175,5564.4,10.08,54.6
FARM_2138,Punjab,Patiala,Groundnut,Kharif,10,985.8,29.1,71.2,7.6,7.13,42,90,46,57,Sprinkler,213,3.8,82,6.5,67.08,16516,662575,1107893,445318,4854.2,13.39,43.8
FARM_2139,Punjab,Patiala,Maize,Kharif,8.8,848.9,25.3,66.9,6.2,7.22,68.8,143,70,42,Sprinkler,144,3.6,81,6.32,57.87,15526,673288,898490,225202,5868.4,10.77,59
FARM_2140,Haryana,Hisar,Soybean,Kharif,8.7,842.3,27.9,66.7,7.5,7.48,49.2,139,77,56,Drip,138,3.3,81,5.73,49.19,16900,531320,831311,299991,5829.5,9.83,64.4
FARM_2141,Telangana,Medak,Rice,Kharif,8.1,855.9,29.1,82.4,8.6,6.94,52.4,90,64,48,Tube Well,146,3.4,65,5.69,46.94,17052,613914,800421,186507,6829.6,8.33,54.4
FARM_2142,Tamil Nadu,Madurai,Cotton,Kharif,8.5,796,33.6,76.8,5.4,6.59,76.4,76,51,32,Canal,130,3.7,79,5.51,46.41,18151,509868,842388,332520,6019,9.15,58.7
FARM_2143,Andhra Pradesh,Chittoor,Cotton,Kharif,9.1,881.9,24.8,73.4,4.8,6.38,63.7,117,55,43,Drip,234,3.5,82,4.99,47.2,16207,451293,764970,313677,6092.7,8.19,51.6
FARM_2144,Gujarat,Surat,Soybean,Kharif,8.5,942.8,28.7,76.3,6.9,6.59,54.7,120,55,24,Canal,160,3.7,79,5.88,50.68,16605,609160,841541,232381,6966.5,8.44,49.3
FARM_2145,Andhra Pradesh,Anantapur,Groundnut,Kharif,11.2,654.2,28.8,70,7,6.84,59.3,99,56,43,Sprinkler,210,5.4,88,6.61,73.86,16862,840835,1245427,404592,6688.8,9.88,57.5
FARM_2146,Tamil Nadu,Tiruchirappalli,Groundnut,Kharif,9.6,888.1,25.5,73.9,6.4,7.27,65.5,70,60,43,Sprinkler,212,3.1,78,5.67,57.05,14674,648903,837152,188249,5348.4,10.6,45.5
FARM_2147,Tamil Nadu,Salem,Groundnut,Kharif,7.6,1230.8,28.3,63.8,7.2,7.24,69.3,101,58,49,Sprinkler,157,3.8,74,4.7,40.85,18235,445907,744900,298993,6407.3,7.34,62.2
FARM_2148,Gujarat,Ahmedabad,Groundnut,Kharif,7.6,662.7,27.8,51.4,7.1,7.07,64.8,116,47,49,Drip,132,3.4,75,5.79,42.55,15899,441086,676502,235416,4404.5,13.15,52.3
FARM_2149,Tamil Nadu,Madurai,Soybean,Kharif,4.2,708,29.8,68.3,6.5,7.68,46.9,107,41,45,Sprinkler,138,3.1,81,5.1,19.31,16262,216184,314019,97835,4157.9,12.27,58.8
FARM_2150,Karnataka,Shimoga,Soybean,Kharif,7.6,593.8,28.2,67.4,5.7,7.57,50.1,104,68,32,Canal,193,3.4,80,6.98,53.9,15735,621325,848117,226792,5818.7,12,37.2
FARM_2151,Gujarat,Ahmedabad,Soybean,Kharif,9.3,804.6,30.9,89.7,7.1,6.9,64,115,40,32,Drip,146,4,82,5.42,54.03,17617,617324,951847,334523,4869.8,11.13,47.8
FARM_2152,Gujarat,Rajkot,Maize,Kharif,4,1001.1,25.8,55.3,7.3,7.05,70.6,117,81,41,Sprinkler,207,3.7,86,5.45,20.99,16692,263584,350365,86781,5365,10.16,45.2
FARM_2153,Uttar Pradesh,Kanpur,Cotton,Kharif,7.5,844.8,25.3,75.1,7.1,7.39,67.9,105,55,38,Drip,283,3,86,5,39.24,15050,418833,590562,171729,6426.3,7.78,39.3
FARM_2154,Karnataka,Dharwad,Soybean,Kharif,10.7,456.7,32.5,61.8,8.1,6.72,51.3,125,37,46,Drip,207,3.7,76,5.29,61.31,18256,698859,1119275,420416,7186.4,7.36,48.9
FARM_2155,Madhya Pradesh,Bhopal,Soybean,Kharif,8.7,831.9,27,65,7.2,6.57,65.6,109,61,35,Rainfed,162,3.9,88,7.21,58.16,16916,637415,983835,346420,7862.8,9.17,58.3
FARM_2156,Haryana,Kurukshetra,Maize,Kharif,6.8,795,30.8,72.3,8.1,7.02,62.3,80,62,38,Rainfed,166,3.8,83,5.38,36.24,18384,429900,666236,236336,6487.3,8.29,56.1
FARM_2157,Madhya Pradesh,Bhopal,Soybean,Kharif,8.7,678.2,26.4,75,7.1,6.8,52.4,138,56,35,Sprinkler,179,4.5,89,6.17,53.36,17179,668438,916671,248233,5973.2,10.33,53.6
FARM_2158,Maharashtra,Nashik,Groundnut,Kharif,9.3,780.4,28.2,64.9,7.5,6.43,71.5,95,64,47,Drip,211,4.7,86,5.78,60.87,14656,803172,892111,88939,5661.3,10.21,50.7
FARM_2159,Uttar Pradesh,Kanpur,Rice,Kharif,9.4,740.6,30.2,73.8,5.2,6.92,49.9,115,33,36,Tube Well,168,2.6,81,5.89,52.75,16658,603826,878710,274884,5178.7,11.37,46.3
FARM_2160,Uttar Pradesh,Agra,Soybean,Kharif,11,909.6,25.8,78.7,7.5,7.09,50.1,120,48,41,Canal,181,4.1,78,5.81,62.55,15966,807827,998673,190846,5530.8,10.5,59.5
FARM_2161,Madhya Pradesh,Indore,Soybean,Kharif,6.7,800.7,24.7,72,7,6.24,57.8,100,56,49,Rainfed,188,3,79,4.52,29.79,18800,326391,560052,233661,7159,6.31,62.8
FARM_2162,Maharashtra,Nagpur,Groundnut,Kharif,9.1,617.7,32,80.6,6.2,6.27,54.9,117,63,53,Tube Well,190,2.8,73,5.02,50.1,14176,521488,710218,188730,7571.7,6.63,52.8
FARM_2163,Maharashtra,Nagpur,Rice,Kharif,6.8,936.9,33.2,72.5,7.3,6.34,65.1,147,56,50,Tube Well,164,3.7,77,5.37,35.72,13668,365185,488221,123036,6812.7,7.88,62
FARM_2164,Uttar Pradesh,Meerut,Groundnut,Kharif,8.3,861.2,33.4,75.1,6.6,6.54,52,97,51,42,Sprinkler,171,4.6,69,5.97,47.82,14965,546889,715626,168737,7046.7,8.47,41.8
FARM_2165,Uttar Pradesh,Lucknow,Groundnut,Kharif,8.6,859.4,33.4,70.7,8,7.18,64,89,67,37,Tube Well,178,3.8,84,6.33,52.64,18896,696892,994685,297793,5260.6,12.03,64
FARM_2166,Uttar Pradesh,Kanpur,Soybean,Kharif,8.2,780.3,26.5,72.6,5,6.77,61.2,140,48,34,Canal,152,2.7,85,5.74,45.23,15815,580740,715312,134572,7165.3,8.01,56.1
FARM_2167,Maharashtra,Pune,Maize,Kharif,9.6,1215.8,26.7,74.6,6.4,6.76,53.2,117,60,37,Sprinkler,194,2.8,76,4.05,39.81,17454,442143,694844,252701,6360.8,6.37,56.3
FARM_2168,Uttar Pradesh,Agra,Maize,Kharif,8.6,810.8,31.8,70.6,8.6,6.93,39.4,161,49,45,Sprinkler,138,3.8,71,4.92,42.94,18799,451362,807229,355867,5112.9,9.62,49.2
FARM_2169,Tamil Nadu,Salem,Rice,Kharif,10.2,835,24.1,88.3,8.2,6.5,56.9,114,45,46,Rainfed,174,3.5,83,5.6,60.07,14000,658724,840980,182256,5036,11.12,45
FARM_2170,Andhra Pradesh,Chittoor,Maize,Kharif,5.9,850.4,27.2,83.3,5.5,7.1,56.7,125,45,44,Rainfed,150,4.5,70,5.18,29.24,15390,355792,450004,94212,6821.3,7.59,58.2
FARM_2171,Andhra Pradesh,Kurnool,Groundnut,Kharif,8.8,659.5,27.5,63.6,7.6,6.57,63,107,70,36,Drip,210,3.4,87,9.77,84.47,15751,853858,1330487,476629,5760.8,16.96,52.6
FARM_2172,Karnataka,Belagavi,Soybean,Kharif,6,1019,29.4,72.1,7.5,6.89,55.9,104,53,25,Tube Well,232,3.3,92,5.54,33.66,17793,404008,598912,194904,6611,8.38,62.9
FARM_2173,Punjab,Ludhiana,Cotton,Kharif,5.5,730.1,28.8,72.8,8.3,7.47,44.2,106,55,44,Canal,210,4,91,6.48,35.05,16765,369709,587613,217904,4928.9,13.15,61.7
